iter	Passed	Remaining
977	5862	593539
978	5867	593468
979	5872	593401
980	5878	593331
981	5884	593306
982	5889	593217
983	5895	593286
984	5901	593211
985	5906	593136
986	5911	593003
987	5916	592906
988	5921	592821
989	5927	592773
990	5932	592691
991	5937	592633
992	5942	592508
993	5948	592443
994	5953	592390
995	5960	592444
996	5965	592382
997	5970	592316
998	5981	592737
999	5988	592821
1000	5992	592678
1001	5998	592630
1002	6002	592462
1003	6006	592269
1004	6010	592097
1005	6015	591914
1006	6019	591714
1007	6023	591553
1008	6027	591354
1009	6031	591140
1010	6036	591072
1011	6041	590930
1012	6045	590725
1013	6061	591719
1014	6088	593730
1015	6096	593974
1016	6105	594275
1017	6113	594438
1018	6123	594779
1019	6133	595213
1020	6142	595459
1021	6149	595576
1022	6157	595728
1023	6164	595859
1024	6171	595967
1025	6178	596028
1026	6184	596051
1027	6191	596066
1028	6197	596072
1029	6203	596039
1030	6209	596027
1031	6214	595943
1032	6219	595840
1033	6224	595764
1034	6229	595666
1035	6235	595637
1036	6240	595571
1037	6246	595531
1038	6251	595405
1039	6256	595339
1040	6262	595282
1041	6266	595160
1042	6272	595071
1043	6277	595017
1044	6282	594933
1045	6289	594981
1046	6297	595148
1047	6303	595198
1048	6310	595297
1049	6315	595200
1050	6321	595166
1051	6327	595107
1052	6332	595027
1053	6337	594927
1054	6342	594826
1055	6348	594802
1056	6353	594693
1057	6357	594585
1058	6363	594514
1059	6369	594563
1060	6375	594545
1061	6381	594480
1062	6386	594390
1063	6391	594290
1064	6396	594196
1065	6401	594118
1066	6406	593983
1067	6411	593935
1068	6416	593863
1069	6422	593825
1070	6427	593729
1071	6433	593669
1072	6437	593549
1073	6443	593473
1074	6449	593511
1075	6454	593442
1076	6460	593405
1077	6465	593314
1078	6470	593221
1079	6475	593141
1080	6481	593076
1081	6486	592983
1082	6491	592909
1083	6497	592857
1084	6502	592823
1085	6507	592714
1086	6513	592729
1087	6520	592774
1088	6526	592830
1089	6532	592812
1090	6540	592987
1091	6546	592932
1092	6551	592857
1093	6557	592865
1094	6564	592910
1095	6571	592997
1096	6578	593079
1097	6585	593143
1098	6591	593138
1099	6596	593128
1100	6601	593030
1101	6607	592977
1102	6612	592911
1103	6618	592869
1104	6623	592799
1105	6629	592763
1106	6634	592712
1107	6640	592651
1108	6645	592611
1109	6651	592578
1110	6657	592548
1111	6662	592520
1112	6668	592449
1113	6674	592432
1114	6679	592379
1115	6685	592404
1116	6690	592273
1117	6694	592110
1118	6698	591926
1119	6702	591735
1120	6706	591579
1121	6710	591378
1122	6714	591196
1123	6718	591012
1124	6722	590833
1125	6726	590641
1126	6730	590475
1127	6734	590297
1128	6738	590112
1129	6742	589913
1130	6746	589740
1131	6750	589567
1132	6754	589398
1133	6759	589349
1134	6766	589381
1135	6771	589303
1136	6777	589294
1137	6784	589383
1138	6788	589247
1139	6793	589112
1140	6797	588933
1141	6801	588793
1142	6806	588707
1143	6812	588684
1144	6817	588605
1145	6822	588547
1146	6828	588517
1147	6833	588433
1148	6839	588452
1149	6845	588417
1150	6850	588345
1151	6856	588288
1152	6861	588268
1153	6866	588186
1154	6872	588123
1155	6877	588041
1156	6882	587971
1157	6888	587984
1158	6894	587933
1159	6899	587862
1160	6905	587853
1161	6910	587815
1162	6917	587900
1163	6923	587879
1164	6928	587793
1165	6933	587690
1166	6939	587719
1167	6945	587702
1168	6952	587758
1169	6960	587956
1170	6965	587878
1171	6971	587849
1172	6975	587727
1173	6980	587599
1174	6984	587445
1175	6988	587306
1176	6992	587135
1177	6998	587128
1178	7003	586978
1179	7007	586829
1180	7012	586800
1181	7017	586646
1182	7021	586481
1183	7028	586565
1184	7032	586424
1185	7036	586266
1186	7042	586232
1187	7048	586221
1188	7054	586217
1189	7059	586147
1190	7065	586152
1191	7071	586185
1192	7078	586235
1193	7083	586186
1194	7088	586121
1195	7093	585970
1196	7096	585787
1197	7101	585649
1198	7107	585663
1199	7113	585673
1200	7118	585622
1201	7124	585568
1202	7129	585521
1203	7134	585436
1204	7139	585383
1205	7145	585359
1206	7150	585301
1207	7156	585282
1208	7166	585588
1209	7173	585713
1210	7182	585899
1211	7189	586007
1212	7196	586044
1213	7202	586121
1214	7210	586217
1215	7214	586093
1216	7219	585968
1217	7224	585933
1218	7231	586037
1219	7237	585969
1220	7241	585812
1221	7245	585669
1222	7249	585507
1223	7253	585341
1224	7257	585174
1225	7261	585019
1226	7265	584846
1227	7272	584952
1228	7278	584930
1229	7283	584876
1230	7289	584843
1231	7294	584780
1232	7299	584724
1233	7304	584659
1234	7311	584682
1235	7316	584625
1236	7320	584473
1237	7324	584327
1238	7328	584158
1239	7332	584009
1240	7336	583854
1241	7340	583696
1242	7344	583549
1243	7348	583391
1244	7352	583245
1245	7357	583114
1246	7361	582951
1247	7365	582789
1248	7369	582623
1249	7372	582464
1250	7377	582327
1251	7381	582172
1252	7386	582119
1253	7392	582129
1254	7397	582014
1255	7401	581878
1256	7405	581731
1257	7409	581582
1258	7413	581435
1259	7417	581279
1260	7421	581135
1261	7425	580976
1262	7429	580828
1263	7433	580685
1264	7437	580542
1265	7441	580389
1266	7445	580239
1267	7449	580073
1268	7454	579942
1269	7457	579783
1270	7461	579619
1271	7468	579640
1272	7472	579499
1273	7486	580139
1274	7498	580633
1275	7508	580966
1276	7520	581418
1277	7528	581571
1278	7535	581630
1279	7541	581620
1280	7549	581813
1281	7555	581807
1282	7561	581813
1283	7567	581765
1284	7572	581732
1285	7580	581898
1286	7587	581973
1287	7593	581959
1288	7599	581932
1289	7604	581891
1290	7609	581817
1291	7613	581664
1292	7622	581887
1293	7626	581753
1294	7631	581649
1295	7634	581482
1296	7639	581349
1297	7643	581198
1298	7647	581067
1299	7651	580920
1300	7655	580787
1301	7659	580643
1302	7663	580503
1303	7669	580460
1304	7673	580352
1305	7677	580212
1306	7681	580058
1307	7685	579910
1308	7689	579762
1309	7694	579636
1310	7697	579483
1311	7702	579403
1312	7707	579302
1313	7711	579146
1314	7716	579052
1315	7722	579099
1316	7726	578956
1317	7730	578813
1318	7734	578675
1319	7740	578626
1320	7744	578512
1321	7748	578350
1322	7752	578200
1323	7758	578230
1324	7762	578089
1325	7766	577936
1326	7770	577773
1327	7775	577751
1328	7781	577754
1329	7786	577652
1330	7792	577694
1331	7799	577716
1332	7804	577671
1333	7809	577636
1334	7815	577579
1335	7820	577553
1336	7825	577513
1337	7831	577474
1338	7836	577433
1339	7841	577369
1340	7846	577298
1341	7852	577272
1342	7857	577238
1343	7864	577263
1344	7869	577209
1345	7878	577416
1346	7886	577606
1347	7892	577577
1348	7897	577565
1349	7903	577558
1350	7909	577553
1351	7914	577497
1352	7919	577440
1353	7925	577407
1354	7930	577375
1355	7937	577421
1356	7942	577367
1357	7947	577324
1358	7953	577268
1359	7958	577232
1360	7963	577153
1361	7967	577013
1362	7971	576866
1363	7975	576713
1364	7979	576569
1365	7983	576446
1366	7987	576315
1367	7991	576168
1368	7995	576014
1369	8000	576005
1370	8005	575883
1371	8009	575758
1372	8013	575641
1373	8018	575580
1374	8022	575431
1375	8026	575290
1376	8030	575153
1377	8034	575011
1378	8038	574894
1379	8042	574766
1380	8046	574621
1381	8050	574467
1382	8054	574326
1383	8058	574217
1384	8062	574077
1385	8066	573937
1386	8070	573805
1387	8074	573659
1388	8078	573531
1389	8083	573432
1390	8086	573283
1391	8090	573149
1392	8096	573104
1393	8100	572971
1394	8104	572831
1395	8108	572715
1396	8112	572593
1397	8116	572460
1398	8120	572324
1399	8124	572187
1400	8128	572058
1401	8132	571921
1402	8137	571896
1403	8142	571779
1404	8146	571672
1405	8150	571544
1406	8154	571439
1407	8159	571315
1408	8163	571188
1409	8167	571061
1410	8171	570951
1411	8176	570868
1412	8180	570758
1413	8184	570632
1414	8188	570496
1415	8192	570385
1416	8197	570280
1417	8201	570156
1418	8205	570052
1419	8209	569908
1420	8213	569778
1421	8217	569667
1422	8221	569526
1423	8225	569393
1424	8229	569269
1425	8233	569146
1426	8237	569012
1427	8241	568899
1428	8247	568923
1429	8252	568879
1430	8256	568750
1431	8261	568625
1432	8265	568500
1433	8269	568383
1434	8273	568272
1435	8277	568137
1436	8281	568024
1437	8285	567895
1438	8289	567778
1439	8294	567736
1440	8299	567673
1441	8305	567633
1442	8309	567530
1443	8313	567398
1444	8317	567270
1445	8321	567131
1446	8325	567007
1447	8330	566966
1448	8334	566829
1449	8338	566706
1450	8343	566673
1451	8348	566649
1452	8354	566595
1453	8358	566481
1454	8362	566356
1455	8367	566315
1456	8372	566236
1457	8376	566128
1458	8380	566004
1459	8384	565890
1460	8388	565805
1461	8394	565779
1462	8399	565738
1463	8404	565693
1464	8409	565635
1465	8413	565504
1466	8417	565363
1467	8421	565242
1468	8425	565123
1469	8429	565002
1470	8433	564866
1471	8437	564777
1472	8443	564754
1473	8448	564689
1474	8453	564648
1475	8457	564529
1476	8461	564398
1477	8465	564279
1478	8469	564153
1479	8473	564039
1480	8477	563925
1481	8481	563808
1482	8488	563908
1483	8494	563903
1484	8499	563888
1485	8504	563781
1486	8508	563660
1487	8511	563530
1488	8515	563401
1489	8520	563341
1490	8525	563288
1491	8529	563163
1492	8533	563054
1493	8539	563034
1494	8544	563006
1495	8549	562968
1496	8553	562850
1497	8557	562731
1498	8561	562608
1499	8567	562568
1500	8571	562461
1501	8575	562341
1502	8579	562220
1503	8583	562113
1504	8588	562077
1505	8593	562052
1506	8600	562071
1507	8605	562053
1508	8610	562017
1509	8615	561952
1510	8620	561902
1511	8625	561843
1512	8630	561798
1513	8636	561830
1514	8644	561918
1515	8649	561922
1516	8655	561903
1517	8660	561868
1518	8665	561820
1519	8670	561780
1520	8676	561748
1521	8681	561709
1522	8687	561719
1523	8693	561716
1524	8698	561698
1525	8704	561703
1526	8709	561655
1527	8714	561593
1528	8719	561563
1529	8725	561557
1530	8733	561693
1531	8739	561737
1532	8746	561791
1533	8751	561756
1534	8757	561787
1535	8766	561937
1536	8771	561922
1537	8776	561863
1538	8783	561922
1539	8788	561866
1540	8793	561830
1541	8797	561756
1542	8803	561722
1543	8808	561697
1544	8812	561585
1545	8817	561519
1546	8822	561498
1547	8826	561374
1548	8832	561359
1549	8837	561334
1550	8842	561295
1551	8847	561217
1552	8853	561226
1553	8859	561280
1554	8865	561257
1555	8870	561238
1556	8876	561226
1557	8882	561260
1558	8890	561406
1559	8895	561319
1560	8899	561220
1561	8903	561132
1562	8908	561035
1563	8912	560953
1564	8917	560870
1565	8921	560784
1566	8925	560697
1567	8930	560637
1568	8935	560584
1569	8940	560543
1570	8946	560516
1571	8950	560403
1572	8954	560303
1573	8959	560270
1574	8963	560148
1575	8967	560038
1576	8971	559921
1577	8980	560096
1578	8986	560132
1579	8991	560070
1580	8996	560035
1581	9001	559985
1582	9005	559883
1583	9009	559780
1584	9013	559688
1585	9017	559570
1586	9022	559506
1587	9028	559508
1588	9034	559522
1589	9041	559586
1590	9045	559471
1591	9049	559395
1592	9053	559285
1593	9058	559204
1594	9062	559110
1595	9068	559119
1596	9073	559063
1597	9078	559034
1598	9084	559058
1599	9089	558987
1600	9093	558897
1601	9099	558929
1602	9103	558828
1603	9108	558746
1604	9116	558885
1605	9120	558805
1606	9127	558849
1607	9132	558807
1608	9137	558739
1609	9141	558649
1610	9145	558531
1611	9149	558419
1612	9153	558302
1613	9157	558216
1614	9161	558112
1615	9165	558001
1616	9170	557936
1617	9175	557896
1618	9180	557859
1619	9185	557818
1620	9189	557709
1621	9194	557676
1622	9198	557578
1623	9202	557480
1624	9207	557383
1625	9211	557273
1626	9215	557164
1627	9222	557286
1628	9227	557242
1629	9232	557191
1630	9237	557107
1631	9241	557004
1632	9245	556895
1633	9249	556790
1634	9252	556667
1635	9256	556550
1636	9260	556450
1637	9264	556342
1638	9269	556290
1639	9275	556301
1640	9280	556280
1641	9284	556183
1642	9289	556082
1643	9293	555999
1644	9297	555906
1645	9301	555793
1646	9305	555696
1647	9309	555589
1648	9313	555481
1649	9318	555426
1650	9323	555419
1651	9329	555399
1652	9333	555310
1653	9337	555225
1654	9341	555113
1655	9345	555004
1656	9351	554986
1657	9354	554877
1658	9358	554774
1659	9362	554666
1660	9368	554667
1661	9374	554663
1662	9380	554675
1663	9384	554576
1664	9388	554467
1665	9392	554359
1666	9395	554247
1667	9400	554151
1668	9404	554051
1669	9407	553931
1670	9411	553833
1671	9416	553744
1672	9420	553655
1673	9424	553557
1674	9429	553517
1675	9433	553424
1676	9437	553326
1677	9441	553237
1678	9445	553135
1679	9449	553039
1680	9453	552935
