iter	Passed	Remaining
1681	9457	552837
1682	9463	552853
1683	9468	552766
1684	9471	552661
1685	9476	552579
1686	9480	552519
1687	9484	552421
1688	9489	552323
1689	9492	552218
1690	9496	552119
1691	9501	552024
1692	9506	551983
1693	9510	551883
1694	9514	551787
1695	9518	551686
1696	9521	551581
1697	9525	551486
1698	9529	551374
1699	9533	551274
1700	9537	551171
1701	9541	551063
1702	9545	550968
1703	9549	550867
1704	9553	550767
1705	9557	550674
1706	9561	550564
1707	9565	550476
1708	9570	550413
1709	9575	550410
1710	9580	550376
1711	9587	550427
1712	9592	550390
1713	9598	550389
1714	9602	550337
1715	9608	550348
1716	9614	550326
1717	9619	550277
1718	9625	550311
1719	9630	550277
1720	9635	550239
1721	9640	550216
1722	9646	550193
1723	9651	550154
1724	9657	550170
1725	9663	550194
1726	9668	550184
1727	9673	550157
1728	9679	550154
1729	9684	550132
1730	9690	550120
1731	9695	550105
1732	9701	550088
1733	9709	550212
1734	9714	550205
1735	9721	550254
1736	9729	550375
1737	9734	550390
1738	9739	550349
1739	9745	550362
1740	9749	550255
1741	9754	550187
1742	9758	550096
1743	9762	550037
1744	9766	549938
1745	9771	549897
1746	9775	549802
1747	9780	549746
1748	9785	549732
1749	9790	549642
1750	9794	549585
1751	9798	549484
1752	9802	549406
1753	9807	549322
1754	9812	549298
1755	9818	549303
1756	9824	549324
1757	9829	549281
1758	9833	549194
1759	9838	549160
1760	9843	549105
1761	9847	549007
1762	9851	548932
1763	9855	548832
1764	9859	548760
1765	9864	548713
1766	9869	548700
1767	9874	548655
1768	9880	548643
1769	9884	548557
1770	9888	548460
1771	9892	548356
1772	9896	548272
1773	9901	548244
1774	9905	548151
1775	9909	548050
1776	9913	547955
1777	9917	547856
1778	9921	547758
1779	9925	547662
1780	9930	547662
1781	9936	547640
1782	9940	547587
1783	9944	547499
1784	9952	547598
1785	9958	547608
1786	9962	547556
1787	9966	547469
1788	9971	547383
1789	9975	547291
1790	9980	547265
1791	9985	547239
1792	9989	547150
1793	9993	547074
1794	9997	546988
1795	10001	546896
1796	10005	546808
1797	10009	546717
1798	10014	546630
1799	10018	546544
1800	10021	546443
1801	10026	546362
1802	10030	546276
1803	10034	546213
1804	10038	546122
1805	10042	546036
1806	10046	545942
1807	10051	545869
1808	10055	545826
1809	10060	545768
1810	10064	545676
1811	10068	545578
1812	10072	545489
1813	10076	545411
1814	10080	545319
1815	10085	545309
1816	10090	545238
1817	10094	545153
1818	10098	545075
1819	10103	545010
1820	10106	544917
1821	10110	544827
1822	10115	544754
1823	10119	544663
1824	10123	544566
1825	10127	544506
1826	10132	544481
1827	10138	544481
1828	10143	544430
1829	10147	544352
1830	10152	544328
1831	10159	544383
1832	10165	544392
1833	10170	544392
1834	10174	544308
1835	10178	544217
1836	10183	544150
1837	10188	544140
1838	10196	544280
1839	10201	544201
1840	10205	544129
1841	10209	544059
1842	10214	544030
1843	10218	543941
1844	10222	543855
1845	10243	544662
1846	10252	544842
1847	10260	544978
1848	10267	545020
1849	10275	545138
1850	10282	545241
1851	10289	545291
1852	10295	545308
1853	10299	545225
1854	10303	545151
1855	10307	545060
1856	10311	544961
1857	10315	544871
1858	10320	544841
1859	10324	544770
1860	10328	544672
1861	10332	544570
1862	10336	544493
1863	10340	544407
1864	10344	544318
1865	10348	544247
1866	10352	544163
1867	10358	544182
1868	10363	544126
1869	10367	544047
1870	10372	544026
1871	10376	543948
1872	10380	543860
1873	10385	543782
1874	10389	543692
1875	10393	543605
1876	10397	543522
1877	10401	543432
1878	10404	543337
1879	10408	543253
1880	10412	543158
1881	10416	543082
1882	10420	542998
1883	10424	542914
1884	10428	542816
1885	10432	542719
1886	10438	542733
1887	10442	542676
1888	10446	542589
1889	10452	542574
1890	10456	542497
1891	10460	542422
1892	10464	542336
1893	10468	542244
1894	10472	542158
1895	10476	542080
1896	10480	542002
1897	10484	541908
1898	10488	541836
1899	10493	541774
1900	10497	541688
1901	10501	541604
1902	10505	541521
1903	10508	541426
1904	10513	541373
1905	10517	541280
1906	10521	541204
1907	10525	541119
1908	10530	541097
1909	10535	541086
1910	10541	541069
1911	10546	541062
1912	10552	541045
1913	10557	541022
1914	10562	540991
1915	10567	540947
1916	10572	540960
1917	10577	540931
1918	10583	540902
1919	10588	540903
1920	10594	540901
1921	10599	540900
1922	10604	540876
1923	10611	540916
1924	10616	540875
1925	10622	540906
1926	10627	540898
1927	10633	540871
1928	10637	540809
1929	10641	540746
1930	10646	540694
1931	10650	540630
1932	10654	540543
1933	10658	540454
1934	10662	540359
1935	10666	540275
1936	10670	540203
1937	10674	540101
1938	10677	540015
1939	10685	540116
1940	10689	540038
1941	10693	539952
1942	10698	539894
1943	10701	539806
1944	10705	539727
1945	10709	539635
1946	10713	539542
1947	10717	539451
1948	10721	539388
1949	10726	539373
1950	10730	539287
1951	10734	539194
1952	10738	539110
1953	10742	539017
1954	10746	538927
1955	10750	538843
1956	10754	538765
1957	10757	538676
1958	10761	538583
1959	10766	538530
1960	10770	538439
1961	10773	538358
1962	10778	538294
1963	10782	538210
1964	10786	538122
1965	10789	538025
1966	10793	537933
1967	10797	537850
1968	10801	537761
1969	10805	537675
1970	10808	537588
1971	10812	537507
1972	10816	537430
1973	10820	537342
1974	10824	537262
1975	10828	537173
1976	10832	537082
1977	10836	536995
1978	10839	536910
1979	10844	536860
1980	10848	536786
1981	10852	536699
1982	10856	536604
1983	10859	536518
1984	10863	536434
1985	10867	536350
1986	10871	536265
1987	10875	536177
1988	10879	536094
1989	10883	536017
1990	10887	535931
1991	10891	535847
1992	10895	535773
1993	10898	535687
1994	10902	535599
1995	10906	535512
1996	10910	535437
1997	10914	535354
1998	10918	535263
1999	10922	535210
2000	10928	535233
2001	10932	535144
2002	10936	535075
2003	10940	535003
2004	10944	534924
2005	10948	534846
2006	10952	534765
2007	10956	534679
2008	10960	534622
2009	10964	534542
2010	10969	534488
2011	10973	534405
2012	10977	534351
2013	10981	534272
2014	10985	534176
2015	10988	534097
2016	10992	534012
2017	10996	533934
2018	11000	533871
2019	11004	533786
2020	11008	533705
2021	11012	533627
2022	11016	533541
2023	11020	533473
2024	11024	533401
2025	11028	533327
2026	11032	533252
2027	11036	533176
2028	11040	533095
2029	11044	533004
2030	11048	532924
2031	11051	532834
2032	11055	532764
2033	11062	532801
2034	11065	532713
2035	11069	532635
2036	11074	532579
2037	11078	532497
2038	11082	532421
2039	11085	532339
2040	11089	532256
2041	11093	532177
2042	11097	532088
2043	11100	531998
2044	11104	531916
2045	11108	531832
2046	11112	531741
2047	11116	531676
2048	11120	531611
2049	11125	531575
2050	11131	531598
2051	11135	531512
2052	11138	531426
2053	11142	531341
2054	11147	531310
2055	11152	531277
2056	11156	531198
2057	11160	531114
2058	11163	531036
2059	11172	531168
2060	11178	531194
2061	11184	531215
2062	11188	531167
2063	11193	531105
2064	11196	531019
2065	11200	530935
2066	11204	530855
2067	11208	530776
2068	11211	530689
2069	11217	530669
2070	11220	530587
2071	11224	530508
2072	11228	530427
2073	11232	530341
2074	11235	530256
2075	11239	530171
2076	11243	530091
2077	11247	530014
2078	11251	529934
2079	11255	529851
2080	11258	529762
2081	11262	529684
2082	11266	529608
2083	11270	529526
2084	11273	529436
2085	11277	529356
2086	11281	529279
2087	11285	529200
2088	11289	529118
2089	11292	529034
2090	11297	529002
2091	11301	528914
2092	11304	528824
2093	11308	528742
2094	11312	528658
2095	11316	528583
2096	11320	528504
2097	11323	528418
2098	11327	528348
2099	11332	528287
2100	11335	528213
2101	11340	528159
2102	11343	528075
2103	11347	527994
2104	11351	527909
2105	11355	527828
2106	11358	527740
2107	11362	527655
2108	11366	527588
2109	11370	527503
2110	11373	527418
2111	11377	527325
2112	11381	527239
2113	11384	527159
2114	11388	527080
2115	11392	527005
2116	11396	526925
2117	11399	526839
2118	11403	526762
2119	11407	526678
2120	11415	526775
2121	11418	526697
2122	11423	526643
2123	11426	526563
2124	11430	526483
2125	11434	526406
2126	11438	526328
2127	11441	526243
2128	11445	526173
2129	11449	526085
2130	11453	526006
2131	11456	525925
2132	11461	525873
2133	11465	525792
2134	11469	525746
2135	11473	525671
2136	11477	525589
2137	11480	525501
2138	11484	525426
2139	11488	525346
2140	11492	525270
2141	11495	525187
2142	11499	525105
2143	11502	525016
2144	11506	524936
2145	11510	524858
2146	11514	524772
2147	11517	524690
2148	11521	524611
2149	11525	524534
2150	11529	524465
2151	11532	524383
2152	11536	524307
2153	11540	524231
2154	11544	524156
2155	11547	524068
2156	11551	523995
2157	11555	523913
2158	11559	523838
2159	11563	523764
2160	11566	523687
2161	11570	523626
2162	11574	523549
2163	11578	523463
2164	11582	523385
2165	11585	523299
2166	11589	523214
2167	11592	523132
2168	11596	523056
2169	11600	522971
2170	11603	522894
2171	11607	522823
2172	11611	522744
2173	11615	522659
2174	11618	522580
2175	11622	522505
2176	11626	522452
2177	11630	522369
2178	11634	522293
2179	11637	522215
2180	11641	522136
2181	11645	522053
2182	11649	521975
2183	11652	521899
2184	11656	521835
2185	11660	521759
2186	11664	521682
2187	11667	521603
2188	11671	521529
2189	11675	521447
2190	11679	521368
2191	11682	521284
2192	11686	521206
2193	11690	521130
2194	11693	521054
2195	11697	520977
2196	11701	520898
2197	11704	520819
2198	11708	520745
2199	11712	520664
2200	11716	520608
2201	11720	520534
2202	11723	520452
2203	11727	520374
2204	11731	520294
2205	11734	520213
2206	11738	520130
2207	11742	520053
2208	11745	519977
2209	11749	519908
2210	11753	519823
2211	11756	519742
2212	11760	519662
2213	11764	519589
2214	11767	519516
2215	11771	519436
2216	11775	519359
2217	11778	519283
2218	11782	519216
2219	11786	519132
2220	11791	519099
2221	11794	519023
2222	11798	518947
2223	11802	518875
2224	11806	518804
2225	11809	518728
2226	11813	518657
2227	11817	518583
2228	11821	518524
2229	11826	518503
2230	11830	518435
2231	11834	518369
2232	11837	518297
2233	11841	518214
2234	11845	518140
2235	11848	518061
2236	11852	517987
2237	11856	517921
2238	11860	517842
2239	11863	517772
2240	11867	517698
2241	11871	517624
2242	11874	517541
2243	11879	517489
2244	11882	517416
2245	11886	517337
2246	11890	517267
2247	11893	517188
2248	11897	517131
2249	11901	517052
2250	11905	516977
2251	11908	516901
2252	11912	516837
2253	11916	516756
2254	11919	516679
2255	11923	516620
2256	11927	516552
2257	11931	516485
2258	11935	516411
2259	11939	516338
2260	11943	516279
2261	11948	516272
2262	11951	516189
2263	11956	516172
2264	11962	516202
2265	11966	516125
2266	11970	516051
2267	11974	515998
2268	11978	515927
2269	11981	515858
2270	11985	515783
2271	11990	515770
2272	11995	515728
2273	11998	515654
2274	12002	515581
2275	12006	515517
2276	12010	515449
2277	12013	515375
2278	12017	515299
2279	12021	515230
2280	12025	515159
2281	12030	515165
2282	12034	515096
2283	12038	515054
2284	12043	515044
2285	12049	515038
2286	12053	515011
2287	12057	514939
2288	12061	514874
2289	12065	514808
2290	12069	514735
2291	12072	514657
2292	12076	514582
2293	12079	514509
2294	12083	514436
2295	12088	514407
2296	12093	514393
2297	12098	514378
2298	12103	514350
2299	12106	514272
2300	12110	514200
2301	12113	514123
2302	12117	514046
2303	12121	513970
2304	12124	513895
2305	12128	513828
2306	12132	513758
2307	12136	513706
2308	12141	513671
2309	12146	513660
2310	12150	513628
2311	12154	513549
2312	12157	513475
2313	12161	513402
2314	12165	513324
2315	12168	513262
2316	12172	513194
2317	12176	513123
2318	12180	513056
2319	12184	512996
2320	12189	512979
2321	12193	512948
2322	12198	512934
2323	12203	512923
2324	12207	512854
2325	12211	512785
2326	12215	512726
2327	12218	512647
2328	12222	512571
2329	12226	512500
2330	12229	512430
2331	12236	512501
2332	12241	512466
2333	12246	512455
2334	12250	512393
2335	12254	512323
2336	12257	512251
2337	12261	512184
2338	12265	512112
2339	12268	512043
2340	12272	511975
2341	12276	511899
2342	12279	511830
2343	12284	511781
2344	12287	511712
2345	12291	511646
2346	12295	511576
2347	12298	511507
2348	12302	511438
2349	12306	511369
2350	12310	511316
2351	12314	511266
2352	12318	511200
2353	12322	511137
2354	12326	511071
2355	12330	511026
2356	12333	510957
2357	12337	510897
2358	12341	510832
2359	12345	510764
2360	12349	510700
2361	12353	510642
2362	12356	510574
2363	12360	510504
2364	12364	510437
2365	12367	510364
2366	12371	510295
2367	12376	510265
2368	12379	510202
2369	12383	510135
2370	12387	510070
2371	12391	510027
2372	12395	509964
2373	12399	509901
2374	12403	509836
2375	12406	509770
2376	12410	509712
2377	12414	509647
2378	12418	509590
2379	12422	509525
2380	12425	509453
2381	12429	509391
2382	12433	509317
2383	12437	509255
2384	12440	509183
2385	12446	509195
2386	12450	509131
2387	12453	509060
2388	12457	509006
2389	12461	508941
2390	12465	508878
2391	12469	508815
2392	12472	508748
2393	12478	508779
2394	12482	508721
2395	12486	508660
2396	12490	508590
2397	12494	508528
2398	12497	508463
2399	12501	508394
2400	12505	508329
2401	12509	508267
2402	12512	508196
2403	12516	508131
2404	12519	508060
2405	12523	507995
2406	12527	507935
2407	12531	507871
2408	12535	507809
2409	12538	507736
2410	12542	507673
2411	12546	507606
2412	12550	507557
2413	12554	507498
2414	12557	507434
2415	12561	507363
2416	12565	507298
2417	12568	507228
2418	12572	507161
2419	12576	507098
2420	12579	507035
2421	12583	506970
2422	12587	506904
2423	12591	506844
2424	12594	506778
2425	12598	506716
2426	12602	506650
2427	12605	506584
2428	12609	506518
2429	12613	506451
2430	12617	506389
2431	12620	506325
2432	12624	506271
2433	12628	506211
2434	12632	506144
2435	12635	506082
2436	12639	506025
2437	12644	505982
2438	12647	505917
2439	12651	505854
2440	12655	505796
2441	12659	505729
2442	12662	505665
2443	12666	505604
2444	12670	505540
2445	12673	505475
2446	12677	505418
2447	12681	505348
2448	12684	505279
2449	12690	505269
2450	12693	505211
2451	12697	505164
2452	12701	505100
2453	12705	505029
2454	12708	504967
2455	12712	504902
2456	12716	504839
2457	12722	504868
2458	12726	504807
2459	12730	504753
2460	12733	504687
2461	12737	504629
2462	12741	504577
2463	12745	504516
2464	12749	504453
2465	12752	504389
2466	12756	504324
2467	12760	504264
2468	12763	504194
2469	12767	504127
2470	12770	504057
2471	12774	503994
2472	12778	503934
2473	12781	503870
2474	12785	503805
2475	12789	503742
2476	12792	503677
2477	12796	503611
2478	12800	503570
2479	12804	503510
2480	12808	503447
2481	12812	503384
2482	12815	503332
2483	12819	503265
2484	12823	503198
2485	12826	503139
2486	12830	503071
2487	12833	503001
2488	12837	502931
2489	12841	502872
2490	12844	502807
2491	12848	502739
2492	12852	502673
2493	12856	502631
2494	12860	502589
2495	12865	502574
2496	12869	502528
2497	12873	502462
2498	12877	502427
2499	12882	502402
2500	12885	502333
2501	12889	502264
2502	12892	502204
2503	12896	502144
2504	12900	502090
2505	12904	502030
2506	12907	501969
2507	12911	501902
2508	12915	501858
2509	12919	501796
2510	12923	501735
2511	12926	501667
2512	12932	501684
2513	12936	501627
2514	12939	501566
2515	12943	501503
2516	12947	501440
2517	12950	501382
2518	12955	501344
2519	12958	501279
2520	12964	501312
2521	12968	501255
2522	12972	501203
2523	12976	501143
2524	12980	501086
2525	12983	501025
2526	12987	500961
2527	12991	500894
2528	12994	500836
2529	12998	500771
2530	13004	500792
2531	13007	500733
2532	13011	500676
2533	13015	500631
2534	13019	500572
2535	13023	500507
2536	13026	500451
2537	13030	500392
2538	13034	500332
2539	13038	500269
2540	13041	500209
2541	13045	500147
2542	13049	500091
2543	13052	500033
2544	13056	499970
2545	13060	499922
2546	13064	499863
2547	13068	499805
2548	13071	499751
2549	13075	499686
2550	13079	499630
2551	13083	499574
2552	13086	499511
2553	13090	499448
2554	13093	499383
2555	13097	499330
2556	13101	499272
2557	13105	499210
2558	13108	499150
2559	13112	499090
2560	13116	499034
2561	13119	498978
2562	13123	498917
2563	13127	498858
2564	13131	498800
2565	13134	498741
2566	13138	498681
2567	13142	498623
2568	13145	498560
2569	13149	498500
2570	13152	498435
2571	13156	498374
2572	13160	498312
2573	13163	498252
2574	13167	498194
2575	13171	498134
2576	13175	498116
2577	13179	498058
2578	13183	497996
2579	13186	497934
2580	13190	497873
2581	13194	497817
2582	13198	497759
2583	13201	497696
2584	13208	497744
2585	13211	497690
2586	13216	497646
2587	13219	497590
2588	13223	497528
2589	13227	497471
2590	13230	497409
2591	13234	497350
2592	13238	497291
2593	13241	497234
2594	13245	497177
2595	13249	497122
2596	13252	497059
2597	13256	496994
2598	13259	496930
2599	13263	496867
2600	13267	496807
2601	13270	496749
2602	13274	496683
2603	13278	496637
2604	13281	496572
2605	13285	496528
2606	13290	496492
2607	13293	496432
2608	13297	496373
2609	13301	496332
2610	13305	496274
2611	13308	496216
2612	13312	496158
2613	13316	496096
2614	13319	496036
2615	13323	495976
2616	13327	495920
2617	13330	495864
2618	13334	495799
2619	13337	495738
2620	13341	495688
2621	13345	495630
2622	13349	495573
2623	13352	495518
2624	13356	495474
2625	13360	495416
2626	13364	495360
2627	13367	495301
2628	13371	495252
2629	13375	495195
2630	13378	495132
2631	13382	495072
2632	13386	495015
2633	13389	494959
2634	13393	494900
2635	13397	494843
2636	13400	494782
2637	13404	494719
2638	13408	494666
2639	13411	494607
2640	13416	494579
2641	13419	494526
2642	13423	494471
2643	13427	494410
2644	13430	494349
2645	13434	494291
2646	13438	494238
2647	13441	494181
2648	13445	494125
2649	13449	494064
2650	13452	494008
2651	13456	493956
2652	13460	493901
2653	13463	493843
2654	13467	493788
2655	13471	493730
2656	13474	493669
2657	13478	493615
2658	13482	493556
2659	13485	493503
2660	13489	493445
2661	13493	493389
2662	13496	493329
2663	13500	493276
2664	13504	493218
2665	13507	493163
2666	13511	493108
2667	13515	493053
2668	13518	492994
2669	13522	492939
2670	13526	492881
2671	13529	492823
2672	13533	492769
2673	13537	492710
2674	13540	492652
2675	13544	492594
2676	13547	492537
2677	13551	492479
2678	13554	492415
2679	13558	492356
2680	13562	492303
2681	13565	492249
2682	13569	492194
2683	13573	492139
2684	13577	492084
2685	13580	492031
2686	13584	491975
2687	13588	491921
2688	13591	491865
2689	13595	491815
2690	13599	491765
2691	13602	491704
2692	13606	491646
2693	13610	491591
2694	13613	491532
2695	13617	491481
2696	13620	491420
2697	13624	491362
2698	13628	491309
2699	13632	491264
2700	13635	491204
2701	13639	491146
2702	13643	491096
2703	13646	491044
2704	13650	490987
2705	13654	490928
2706	13657	490866
2707	13661	490813
2708	13665	490767
2709	13668	490711
2710	13672	490648
2711	13675	490590
2712	13679	490536
2713	13682	490480
2714	13686	490418
2715	13690	490362
2716	13693	490308
2717	13697	490250
2718	13700	490194
2719	13704	490140
2720	13708	490082
2721	13711	490025
2722	13715	489970
2723	13719	489915
2724	13722	489858
2725	13726	489808
2726	13732	489830
2727	13736	489784
2728	13742	489823
2729	13746	489773
2730	13749	489728
2731	13753	489673
2732	13757	489627
2733	13761	489569
2734	13764	489517
2735	13768	489466
2736	13772	489409
2737	13776	489374
2738	13780	489324
2739	13783	489267
2740	13787	489231
2741	13791	489174
2742	13794	489120
2743	13798	489063
2744	13802	489030
2745	13806	488975
2746	13810	488936
2747	13814	488885
2748	13817	488831
2749	13821	488780
2750	13825	488724
2751	13828	488669
2752	13832	488619
2753	13836	488574
2754	13840	488528
2755	13843	488474
2756	13847	488421
2757	13851	488369
2758	13854	488309
2759	13858	488258
2760	13862	488207
2761	13865	488151
2762	13869	488094
2763	13873	488047
2764	13876	487996
2765	13880	487941
2766	13884	487894
2767	13887	487835
2768	13891	487782
2769	13895	487732
2770	13898	487683
2771	13902	487636
2772	13906	487585
2773	13909	487531
2774	13913	487476
2775	13917	487422
2776	13920	487375
2777	13924	487325
2778	13928	487270
2779	13931	487215
2780	13935	487174
2781	13939	487125
2782	13943	487068
2783	13946	487018
2784	13950	486961
2785	13954	486912
2786	13957	486864
2787	13961	486808
2788	13964	486748
2789	13968	486696
2790	13977	486827
2791	13983	486850
2792	13987	486827
2793	13991	486781
2794	13995	486724
2795	13998	486675
2796	14002	486622
2797	14006	486574
2798	14009	486518
2799	14013	486476
2800	14017	486420
2801	14020	486370
2802	14024	486314
2803	14028	486260
2804	14031	486204
2805	14035	486152
2806	14038	486100
2807	14042	486050
2808	14046	485997
2809	14049	485944
2810	14053	485893
2811	14057	485859
2812	14061	485808
2813	14065	485759
2814	14068	485714
2815	14072	485663
2816	14076	485606
2817	14079	485550
2818	14083	485501
2819	14086	485444
2820	14090	485392
2821	14094	485343
2822	14097	485291
2823	14101	485241
2824	14105	485196
2825	14109	485147
2826	14112	485099
2827	14116	485050
2828	14120	485006
2829	14123	484952
2830	14127	484902
2831	14131	484848
2832	14134	484803
2833	14138	484762
2834	14142	484713
2835	14146	484657
2836	14149	484603
2837	14153	484550
2838	14156	484499
2839	14160	484445
2840	14163	484391
2841	14167	484345
2842	14171	484293
2843	14175	484245
2844	14178	484196
2845	14182	484148
2846	14186	484098
2847	14189	484048
2848	14193	483993
2849	14197	483945
2850	14200	483896
2851	14204	483845
2852	14207	483791
2853	14211	483744
2854	14217	483757
2855	14220	483705
2856	14227	483752
2857	14231	483706
2858	14234	483658
2859	14238	483611
2860	14242	483558
2861	14245	483504
2862	14249	483451
2863	14252	483403
2864	14256	483351
2865	14260	483300
2866	14264	483284
2867	14268	483244
2868	14272	483202
2869	14276	483169
2870	14280	483120
2871	14283	483067
2872	14287	483011
2873	14291	482961
2874	14294	482908
2875	14298	482859
2876	14301	482807
2877	14305	482755
2878	14309	482704
2879	14312	482654
2880	14316	482607
2881	14319	482552
2882	14323	482501
2883	14327	482454
2884	14330	482406
2885	14334	482358
2886	14338	482307
2887	14341	482261
2888	14345	482215
2889	14349	482168
2890	14353	482125
2891	14356	482072
2892	14360	482028
2893	14364	481979
2894	14367	481930
2895	14371	481885
2896	14375	481833
2897	14378	481784
2898	14382	481737
2899	14386	481704
2900	14390	481653
2901	14393	481606
2902	14397	481561
2903	14401	481508
2904	14404	481455
2905	14408	481406
2906	14412	481358
2907	14416	481322
2908	14419	481274
2909	14423	481223
2910	14427	481176
2911	14430	481126
2912	14434	481077
2913	14437	481031
2914	14441	480983
2915	14445	480935
2916	14449	480892
2917	14452	480847
2918	14456	480801
2919	14461	480792
2920	14465	480742
2921	14470	480765
2922	14474	480717
2923	14478	480675
2924	14482	480634
2925	14485	480588
2926	14489	480540
2927	14493	480491
2928	14496	480445
2929	14500	480398
2930	14504	480352
2931	14507	480300
2932	14511	480247
2933	14515	480204
2934	14518	480160
2935	14522	480107
2936	14525	480056
2937	14529	480007
2938	14533	479959
2939	14536	479904
2940	14540	479859
2941	14544	479815
2942	14547	479776
2943	14551	479726
2944	14555	479684
2945	14558	479632
2946	14562	479584
2947	14566	479542
2948	14570	479498
2949	14573	479452
2950	14577	479400
2951	14580	479355
2952	14584	479310
2953	14588	479264
2954	14591	479214
2955	14595	479164
2956	14599	479116
2957	14602	479070
2958	14606	479020
2959	14610	478974
2960	14613	478922
2961	14617	478874
2962	14620	478825
2963	14624	478778
2964	14628	478729
2965	14631	478676
2966	14635	478629
2967	14638	478581
2968	14642	478531
2969	14645	478483
2970	14649	478438
2971	14653	478387
2972	14656	478338
2973	14660	478288
2974	14664	478244
2975	14667	478196
2976	14671	478144
2977	14674	478095
2978	14678	478058
2979	14683	478036
2980	14686	477989
2981	14690	477937
2982	14694	477918
2983	14698	477872
2984	14703	477887
2985	14707	477843
2986	14713	477885
2987	14717	477845
2988	14721	477815
2989	14726	477784
2990	14730	477764
2991	14734	477727
2992	14738	477678
2993	14742	477645
2994	14746	477622
2995	14750	477585
2996	14754	477538
2997	14757	477502
2998	14761	477465
2999	14766	477439
3000	14769	477391
3001	14773	477350
3002	14777	477304
3003	14781	477283
3004	14785	477238
3005	14788	477192
3006	14792	477148
3007	14796	477116
3008	14800	477070
3009	14803	477021
3010	14808	477012
3011	14812	476976
3012	14816	476928
3013	14819	476881
3014	14824	476857
3015	14828	476833
3016	14832	476789
3017	14835	476742
3018	14840	476733
3019	14844	476709
3020	14848	476662
3021	14852	476614
3022	14856	476591
3023	14860	476574
3024	14865	476540
3025	14868	476496
3026	14873	476485
3027	14877	476454
3028	14881	476415
3029	14885	476370
3030	14889	476345
3031	14893	476330
3032	14897	476290
3033	14901	476243
3034	14905	476222
3035	14910	476198
3036	14913	476154
3037	14917	476114
3038	14921	476085
3039	14926	476067
3040	14929	476025
3041	14933	475981
3042	14938	475965
3043	14946	476062
3044	14950	476029
3045	14956	476079
3046	14961	476047
3047	14965	476017
3048	14968	475973
3049	14973	475955
3050	14977	475916
3051	14980	475870
3052	14984	475834
3053	14988	475798
3054	14992	475757
3055	14995	475709
3056	14999	475666
3057	15004	475645
3058	15007	475603
3059	15011	475558
3060	15015	475513
3061	15019	475493
3062	15023	475457
3063	15027	475412
3064	15030	475368
3065	15035	475354
3066	15039	475326
3067	15043	475284
3068	15046	475241
3069	15051	475231
3070	15055	475193
3071	15059	475153
3072	15063	475112
3073	15067	475092
3074	15071	475054
3075	15075	475017
3076	15078	474975
3077	15083	474956
3078	15087	474912
3079	15090	474870
3080	15094	474825
3081	15098	474792
3082	15102	474761
3083	15106	474728
3084	15110	474683
3085	15114	474653
3086	15118	474616
3087	15121	474572
3088	15125	474529
3089	15128	474480
3090	15133	474454
3091	15136	474416
3092	15140	474377
3093	15144	474334
3094	15148	474314
3095	15152	474276
3096	15156	474237
3097	15160	474188
3098	15163	474152
3099	15167	474108
3100	15171	474076
3101	15175	474031
3102	15179	474001
3103	15184	474015
3104	15191	474056
3105	15198	474136
3106	15204	474143
3107	15207	474104
3108	15212	474087
3109	15216	474059
3110	15220	474020
3111	15224	473980
3112	15227	473944
3113	15231	473913
3114	15235	473879
3115	15240	473852
3116	15244	473823
3117	15248	473795
3118	15252	473759
3119	15255	473716
3120	15260	473711
3121	15264	473671
3122	15268	473643
3123	15272	473606
3124	15276	473566
3125	15280	473550
3126	15284	473514
3127	15288	473469
3128	15292	473445
3129	15296	473418
3130	15300	473384
3131	15304	473348
3132	15308	473314
3133	15312	473288
3134	15316	473249
3135	15320	473207
3136	15324	473180
3137	15328	473144
3138	15332	473110
3139	15336	473072
3140	15339	473028
3141	15343	473003
3142	15347	472972
3143	15351	472932
3144	15355	472891
3145	15359	472875
3146	15363	472841
3147	15367	472800
3148	15371	472759
3149	15376	472760
3150	15380	472731
3151	15384	472688
3152	15387	472653
3153	15392	472625
3154	15396	472593
3155	15399	472556
3156	15404	472529
3157	15407	472490
3158	15411	472448
3159	15415	472409
3160	15418	472368
3161	15423	472358
3162	15427	472323
3163	15433	472362
3164	15437	472322
3165	15444	472384
3166	15448	472344
3167	15452	472309
3168	15456	472296
3169	15461	472275
3170	15464	472235
3171	15468	472194
3172	15473	472186
3173	15477	472159
3174	15481	472120
3175	15485	472082
3176	15489	472057
3177	15493	472020
3178	15497	471985
3179	15500	471940
3180	15505	471931
3181	15509	471898
3182	15513	471861
3183	15516	471823
3184	15521	471810
3185	15525	471772
3186	15529	471738
3187	15533	471704
3188	15538	471721
3189	15543	471712
3190	15547	471673
3191	15551	471643
3192	15556	471662
3193	15560	471625
3194	15564	471583
3195	15568	471555
3196	15572	471520
3197	15576	471488
3198	15579	471443
3199	15583	471405
3200	15587	471378
3201	15591	471339
3202	15595	471307
3203	15599	471269
3204	15603	471254
3205	15607	471220
3206	15611	471184
3207	15615	471155
3208	15619	471118
3209	15623	471087
3210	15627	471048
3211	15630	471005
3212	15635	470987
3213	15639	470951
3214	15642	470914
3215	15646	470874
3216	15650	470851
3217	15654	470822
3218	15658	470781
3219	15662	470738
3220	15666	470711
3221	15670	470683
3222	15675	470701
3223	15679	470663
3224	15686	470728
3225	15690	470697
3226	15694	470666
3227	15699	470655
3228	15703	470623
3229	15707	470581
3230	15710	470542
3231	15715	470525
3232	15719	470491
3233	15723	470473
3234	15727	470432
