iter	RMSE
317	2.589070164
318	2.587798662
319	2.586269278
320	2.584609044
321	2.583299937
322	2.582131947
323	2.580251363
324	2.578404248
325	2.576703827
326	2.575080427
327	2.573273185
328	2.572169335
329	2.570965619
330	2.569456025
331	2.567818148
332	2.56651896
333	2.564868928
334	2.563589166
335	2.562212342
336	2.560619044
337	2.559432562
338	2.557857957
339	2.556164862
340	2.554596828
341	2.552996138
342	2.551459875
343	2.549762812
344	2.548538938
345	2.547365449
346	2.545917577
347	2.544744013
348	2.543476573
349	2.542186812
350	2.540743453
351	2.539266538
352	2.537744355
353	2.536279757
354	2.534994923
355	2.533694716
356	2.532226512
357	2.530673177
358	2.529158276
359	2.528117669
360	2.526570184
361	2.525449312
362	2.524308712
363	2.522901404
364	2.521797628
365	2.5207509
366	2.519402651
367	2.518431586
368	2.517412586
369	2.516053855
370	2.51483804
371	2.513960063
372	2.512800194
373	2.511550935
374	2.510701553
375	2.509673377
376	2.508197016
377	2.507210613
378	2.506317882
379	2.504955869
380	2.504068136
381	2.503192604
382	2.501829406
383	2.500921299
384	2.499867769
385	2.498946109
386	2.497638749
387	2.496725072
388	2.495854989
389	2.494749285
390	2.493854373
391	2.49280472
392	2.491644788
393	2.490915522
394	2.489722431
395	2.48903123
396	2.487787713
397	2.486913148
398	2.485574557
399	2.484434478
400	2.483157133
401	2.482078466
402	2.480923504
403	2.479724645
404	2.478937902
405	2.477673004
406	2.476710325
407	2.475641403
408	2.474475729
409	2.473609627
410	2.472591596
411	2.471543903
412	2.470535126
413	2.469871064
414	2.468920962
415	2.467785747
416	2.466744793
417	2.465880789
418	2.464804147
419	2.463658488
420	2.462645204
421	2.461628918
422	2.460703484
423	2.459860617
424	2.458807687
425	2.457948263
426	2.456888042
427	2.455790358
428	2.455011821
429	2.454310314
430	2.453667644
431	2.453090347
432	2.452073973
433	2.451145496
434	2.450523973
435	2.449557511
436	2.448674401
437	2.448147877
438	2.447290687
439	2.446549938
440	2.445849445
441	2.444813168
442	2.443791983
443	2.442715412
444	2.442083029
445	2.441480696
446	2.440840758
447	2.439782452
448	2.43919338
449	2.438575233
450	2.43792287
451	2.437007346
452	2.436027178
453	2.435618051
454	2.435166767
455	2.434191162
456	2.43340415
457	2.432572143
458	2.431889015
459	2.431023022
460	2.430469057
461	2.429804797
462	2.428825361
463	2.428135141
464	2.427497043
465	2.426537004
466	2.425890111
467	2.425215716
468	2.424394057
469	2.423837884
470	2.423278058
471	2.422528527
472	2.421773197
473	2.421286668
474	2.420572885
475	2.41965065
476	2.418982619
477	2.418330929
478	2.417430584
479	2.416697716
480	2.415811468
481	2.415146898
482	2.414574299
483	2.414213214
484	2.413349605
485	2.412557481
486	2.411769997
487	2.411071971
488	2.410308427
489	2.409479788
490	2.408901944
491	2.408037478
492	2.407322965
493	2.406524202
494	2.406038535
495	2.405514898
496	2.405019181
497	2.404515005
498	2.403788105
499	2.403296331
500	2.402790554
501	2.402332478
502	2.401917318
503	2.401224736
504	2.400387513
505	2.399579197
506	2.399057152
507	2.398382857
508	2.398010326
509	2.397224562
510	2.396599246
511	2.396164995
512	2.395401784
513	2.394795723
514	2.394135819
515	2.393357969
516	2.392668978
517	2.392243967
518	2.391505603
519	2.390738729
520	2.390321483
521	2.389850388
522	2.389509147
523	2.389010458
524	2.388605903
525	2.387992819
526	2.387602892
527	2.387054572
528	2.386653804
529	2.386231421
530	2.385813262
531	2.385521077
532	2.384996722
533	2.384511493
534	2.383783025
535	2.383033354
536	2.382341503
537	2.3816539
538	2.381296535
539	2.380833827
540	2.380336356
541	2.379847915
542	2.379151372
543	2.378474068
544	2.377926029
545	2.377344254
546	2.376963081
547	2.376449351
548	2.375887264
549	2.375396848
550	2.375068207
551	2.374687055
552	2.374308776
553	2.373779082
554	2.373208999
555	2.372670725
556	2.371963317
557	2.371521554
558	2.371177685
559	2.370520622
560	2.370018267
561	2.369388659
562	2.368758989
563	2.36832708
564	2.367843025
565	2.367271963
566	2.366753482
567	2.366123426
568	2.36575346
569	2.365317603
570	2.364854938
571	2.364333425
572	2.363976265
573	2.363500242
574	2.362891444
575	2.362384394
576	2.361879048
577	2.361535683
578	2.361218046
579	2.360874662
580	2.360192494
581	2.359520992
582	2.358938093
583	2.358516688
584	2.357917727
585	2.357418299
586	2.357106008
587	2.35647203
588	2.355976225
589	2.355596158
590	2.355229182
591	2.354904552
592	2.354274018
593	2.353721314
594	2.353268067
595	2.352712862
596	2.352310423
597	2.351885083
598	2.351379066
599	2.350829944
600	2.350508743
601	2.349950302
602	2.349409975
603	2.349102664
604	2.348751826
605	2.348362976
606	2.347918641
607	2.347427039
608	2.346884522
609	2.34631163
610	2.345952914
611	2.345698135
612	2.345247743
613	2.34501654
614	2.344643769
615	2.344098066
616	2.343522068
617	2.342926318
618	2.342605486
619	2.342242944
620	2.341864845
621	2.341596017
622	2.341111742
623	2.340715035
624	2.340320284
625	2.339796847
626	2.339361544
627	2.338887
628	2.338526843
629	2.338217213
630	2.337897528
631	2.337396759
632	2.336954758
633	2.336673937
634	2.336422147
635	2.336024147
636	2.335573286
637	2.335309363
638	2.334794007
639	2.334319664
640	2.333849426
641	2.333477444
642	2.333150168
643	2.332866029
644	2.332679131
645	2.33242518
646	2.331931306
647	2.331540163
648	2.331166259
649	2.330781764
650	2.330469259
651	2.330175317
652	2.329912714
653	2.329549293
654	2.329025096
655	2.328526495
656	2.32808145
657	2.327623743
658	2.327278692
659	2.326959962
660	2.32650184
661	2.325948761
662	2.325641777
663	2.325206275
664	2.324736839
665	2.324517724
666	2.324106596
667	2.323678661
668	2.323379499
669	2.323226874
670	2.322896329
671	2.322570285
672	2.322340127
673	2.322142397
674	2.321854536
675	2.321601596
676	2.321139279
677	2.320741452
678	2.320489873
679	2.319975915
680	2.319607434
681	2.319376734
682	2.319188906
683	2.318956938
684	2.318537424
685	2.317976146
686	2.317592524
687	2.317130239
688	2.316705343
689	2.316270494
690	2.316005526
691	2.315622458
692	2.315268328
693	2.314854846
694	2.314541954
695	2.314053289
696	2.313834043
697	2.313605585
698	2.313434729
699	2.31327349
700	2.312964534
701	2.312728205
702	2.31237719
703	2.312201338
704	2.311920228
705	2.311615423
706	2.311426306
707	2.311141127
708	2.310950471
709	2.310703802
710	2.310416359
711	2.310010268
712	2.30985802
713	2.30964551
714	2.309344734
715	2.309082989
716	2.308682793
717	2.308306527
718	2.308036804
719	2.307824755
720	2.307501374
721	2.307254008
722	2.306920948
723	2.306551645
724	2.30623365
725	2.305952153
726	2.305629657
727	2.305174691
728	2.304837457
729	2.304581322
730	2.304452064
731	2.304172618
732	2.303856138
733	2.303450682
734	2.30312724
735	2.302980163
736	2.302768825
737	2.302446688
738	2.30192283
739	2.301668979
740	2.301307086
741	2.301149828
742	2.300597659
743	2.300110558
744	2.299860881
745	2.299662713
746	2.299457654
747	2.29917478
748	2.298984132
749	2.298655584
750	2.298359685
751	2.297941333
752	2.297725896
753	2.297354146
754	2.297157055
755	2.296756628
756	2.296394155
757	2.296145741
758	2.295826714
759	2.295650972
760	2.295512867
761	2.295399759
762	2.294993741
763	2.294788046
764	2.294560596
765	2.2944124
766	2.29425379
767	2.293893344
768	2.293597215
769	2.293184988
770	2.292897227
771	2.292548624
772	2.292270125
773	2.291907213
774	2.291728516
775	2.291580024
776	2.291430351
777	2.291239843
778	2.291040717
779	2.290732053
780	2.290458527
781	2.290321568
782	2.29017387
783	2.289927999
784	2.289802121
785	2.289608229
786	2.289284873
787	2.289130513
788	2.288887652
789	2.288501241
790	2.288129773
791	2.287909859
792	2.287575329
793	2.28724273
794	2.286930501
795	2.286716757
796	2.286404038
797	2.28628095
798	2.286006867
799	2.28553679
800	2.285414388
801	2.285206452
802	2.285057043
803	2.284897453
804	2.284529569
805	2.284254917
806	2.283939947
807	2.283626951
808	2.28348283
809	2.283067282
810	2.282804689
811	2.282650609
812	2.282294031
813	2.282128198
814	2.281895424
815	2.281824915
816	2.28169487
817	2.281518465
818	2.281341038
819	2.28112028
820	2.280743395
821	2.280466613
822	2.280184706
823	2.279858648
824	2.279698924
825	2.279451296
826	2.279075824
827	2.278778701
828	2.278618942
829	2.278394773
830	2.278005269
831	2.277755285
832	2.277581295
833	2.27743603
834	2.277111726
835	2.277001527
836	2.276824134
837	2.276699498
838	2.276431822
839	2.276305807
840	2.275987465
841	2.275713317
842	2.275499512
843	2.275277777
844	2.275160848
845	2.274984466
846	2.274791175
847	2.274557468
848	2.27433454
849	2.274147795
850	2.274038318
851	2.273878619
852	2.273749094
853	2.273440592
854	2.273111252
855	2.273012184
856	2.272774922
857	2.272441793
858	2.272181249
859	2.272044509
860	2.271713874
861	2.271418693
862	2.271292755
863	2.271171934
864	2.271032363
865	2.270739951
866	2.27053889
867	2.270251707
868	2.269968749
869	2.269750835
870	2.269403792
871	2.269170257
872	2.269025139
873	2.268783197
874	2.268643754
875	2.268499333
876	2.268361398
877	2.268270385
878	2.268012351
879	2.267918589
880	2.267705667
881	2.267524768
882	2.267314375
883	2.267083438
884	2.266783225
885	2.266536263
886	2.266146352
887	2.265839547
888	2.265568295
889	2.265457866
890	2.265116487
891	2.264869619
892	2.264583829
893	2.26444121
894	2.26422162
895	2.263886622
896	2.263760706
897	2.263423527
898	2.263199109
899	2.26303368
900	2.262750899
901	2.262677304
902	2.262408627
903	2.262198367
904	2.261914009
905	2.261601712
906	2.261335082
907	2.261177341
908	2.261037313
909	2.260874261
910	2.260612637
911	2.260460809
912	2.260254543
913	2.260131156
914	2.25993501
915	2.259687984
916	2.25956072
917	2.259442876
918	2.259234672
919	2.259100275
920	2.25893175
921	2.258800895
922	2.258556718
923	2.258446867
924	2.258348055
925	2.258216961
926	2.258027499
927	2.257766673
928	2.257571997
929	2.257456316
930	2.257239099
931	2.257059072
932	2.256788443
933	2.256534324
934	2.256420027
935	2.256222184
936	2.25598215
937	2.255736253
938	2.25554042
939	2.255349243
940	2.255079843
941	2.254958899
942	2.254761148
943	2.254605764
944	2.254480601
945	2.254296229
946	2.254141317
947	2.254021897
948	2.253886688
949	2.253608659
950	2.253371444
951	2.253109337
952	2.252878168
953	2.252647813
954	2.252377654
955	2.252239362
956	2.252138228
957	2.251862308
958	2.251715948
959	2.251593418
960	2.251474213
961	2.251354416
962	2.251015053
963	2.250875474
964	2.250789714
965	2.25068454
966	2.250456792
967	2.250229978
968	2.250046098
969	2.249905143
970	2.249805971
971	2.249645077
972	2.24950948
973	2.249319413
974	2.249205419
975	2.249105829
976	2.248939864
977	2.24863292
978	2.248463258
979	2.248209324
980	2.248107264
981	2.247959632
982	2.247839325
983	2.247742092
984	2.247591798
985	2.247469226
986	2.247287879
987	2.247139032
988	2.247031015
989	2.246826737
990	2.246602039
991	2.246223296
992	2.246116271
993	2.245992687
994	2.245866082
995	2.245698323
996	2.245563652
997	2.245402343
998	2.245239638
999	2.245052588
1000	2.244882483
1001	2.244805203
1002	2.24458952
1003	2.24444271
1004	2.244184054
1005	2.243905406
1006	2.243754726
1007	2.24364522
1008	2.243367766
1009	2.243278724
1010	2.243064625
1011	2.242948175
1012	2.242726492
1013	2.242480895
1014	2.242298413
1015	2.242032379
1016	2.241785521
1017	2.241612186
1018	2.241409135
1019	2.241321291
1020	2.241230292
1021	2.240985676
1022	2.240771448
1023	2.240704438
1024	2.240503317
1025	2.240283669
1026	2.240094059
1027	2.239997992
1028	2.239739305
1029	2.23961733
1030	2.239543457
1031	2.239420968
1032	2.239222638
1033	2.239075558
1034	2.238853823
1035	2.238760907
1036	2.238616709
1037	2.238497296
1038	2.238364855
1039	2.238128106
1040	2.237909524
1041	2.237636378
1042	2.23746595
1043	2.237370543
1044	2.237202156
1045	2.237079188
1046	2.236969764
1047	2.236874476
1048	2.236677129
1049	2.236561782
1050	2.236486702
1051	2.23634848
1052	2.236024739
1053	2.235974545
1054	2.235662856
1055	2.235400526
1056	2.235316576
1057	2.235225526
1058	2.234997129
1059	2.234743542
1060	2.234625624
1061	2.234439282
1062	2.234280987
1063	2.23418879
1064	2.234034012
1065	2.233939221
1066	2.233833247
1067	2.233691449
1068	2.2334628
1069	2.233370022
1070	2.233173358
1071	2.232975601
1072	2.232796861
1073	2.232544145
1074	2.232356769
1075	2.232223431
1076	2.232052857
1077	2.231903525
1078	2.231810363
1079	2.231614379
1080	2.231523819
1081	2.231297211
1082	2.231204256
1083	2.23115064
1084	2.230935338
1085	2.230856315
1086	2.230785406
1087	2.230678009
1088	2.230542002
1089	2.230383577
1090	2.230261898
1091	2.230062381
1092	2.229858717
1093	2.229692243
1094	2.229599967
1095	2.229452885
1096	2.229229944
1097	2.229029539
1098	2.228869923
1099	2.228710113
1100	2.228603771
1101	2.228272591
1102	2.228125573
1103	2.227863133
1104	2.22774209
1105	2.227505205
1106	2.227332528
1107	2.227250054
1108	2.227122197
1109	2.226975813
1110	2.226921974
1111	2.226639084
1112	2.226518389
1113	2.226228296
1114	2.226100001
1115	2.225974885
1116	2.225815088
1117	2.225631107
1118	2.225566471
1119	2.225394209
1120	2.225166515
1121	2.225036415
1122	2.224766474
1123	2.224643654
1124	2.224413098
1125	2.22424178
1126	2.224043929
1127	2.223963978
1128	2.223832368
1129	2.22356795
1130	2.223489918
1131	2.223258037
1132	2.22315819
1133	2.22295987
1134	2.222708097
1135	2.222605845
1136	2.222382524
1137	2.222251632
1138	2.222086747
1139	2.221921184
1140	2.221771779
1141	2.2216274
1142	2.221557278
1143	2.221335783
1144	2.221138686
1145	2.221013947
1146	2.220758328
1147	2.220560294
1148	2.220456063
1149	2.220386111
1150	2.220250328
1151	2.220119631
1152	2.22001821
1153	2.219947941
1154	2.219830531
1155	2.219785828
1156	2.219544229
1157	2.219423583
1158	2.219310535
1159	2.219143357
1160	2.219002004
1161	2.218800305
1162	2.218679694
1163	2.218628811
1164	2.218423698
1165	2.218256345
1166	2.218154243
1167	2.217992798
1168	2.217844716
1169	2.21774695
1170	2.217678267
1171	2.217566167
1172	2.217432464
1173	2.217353151
1174	2.217214688
1175	2.217063536
1176	2.216951363
1177	2.216831913
1178	2.21666609
1179	2.21657801
1180	2.216506033
1181	2.216445754
1182	2.216369972
1183	2.216269535
1184	2.216135018
1185	2.216076614
1186	2.215992619
1187	2.215775907
1188	2.215554769
1189	2.215478864
1190	2.215240768
1191	2.215109169
1192	2.21492058
1193	2.214692221
1194	2.214469943
1195	2.214414721
1196	2.214293461
1197	2.214020733
1198	2.213933377
1199	2.213724965
1200	2.213600902
1201	2.213491918
1202	2.213352083
1203	2.213207706
1204	2.213033791
1205	2.212855234
1206	2.212763521
1207	2.212647231
1208	2.212492985
1209	2.212378742
1210	2.212297741
1211	2.212157761
1212	2.21203963
1213	2.211967305
1214	2.211851279
1215	2.211679606
1216	2.211317915
1217	2.211141873
1218	2.211051597
1219	2.210827824
1220	2.210772225
1221	2.2105801
1222	2.210355446
1223	2.210148348
1224	2.209838164
1225	2.209664246
1226	2.209571693
1227	2.209355998
1228	2.209140135
1229	2.208935855
1230	2.208865519
1231	2.208745545
1232	2.208694338
1233	2.208604915
1234	2.208461618
1235	2.208268822
1236	2.208126372
1237	2.208004689
1238	2.207921584
1239	2.207752108
1240	2.20769792
1241	2.207513902
1242	2.207442529
1243	2.207340745
1244	2.207063907
1245	2.206971486
1246	2.206895884
1247	2.206824332
1248	2.206751515
1249	2.206688837
1250	2.206520819
1251	2.206403451
1252	2.206202853
1253	2.206022643
1254	2.205935618
1255	2.205882455
1256	2.205715315
1257	2.205499955
1258	2.205222015
1259	2.205058734
1260	2.204913816
1261	2.204678337
1262	2.204544
1263	2.204339994
1264	2.204169451
1265	2.204025664
1266	2.203948522
1267	2.203804198
1268	2.203751859
1269	2.203495234
1270	2.203407469
1271	2.203255021
1272	2.203196397
1273	2.203078056
1274	2.202979939
1275	2.20285896
1276	2.202809253
1277	2.202684604
1278	2.202590469
1279	2.202471043
1280	2.20236778
1281	2.20228328
1282	2.202141444
1283	2.201988631
1284	2.201873996
1285	2.201719769
1286	2.201503759
1287	2.201406517
1288	2.201269878
1289	2.201116406
1290	2.201032977
1291	2.200889084
1292	2.200815642
1293	2.200718983
1294	2.20067349
1295	2.200615035
1296	2.200445091
1297	2.200344932
1298	2.200282171
1299	2.200096918
1300	2.200001866
1301	2.199913036
1302	2.199852154
1303	2.199760212
1304	2.199640605
1305	2.19943325
1306	2.199304923
1307	2.199117151
1308	2.198980359
1309	2.198762044
1310	2.198560928
1311	2.198487692
1312	2.198412134
1313	2.198278877
1314	2.198162009
1315	2.1980901
1316	2.197996051
1317	2.197889897
1318	2.197732612
1319	2.197637182
1320	2.19751891
1321	2.197407686
1322	2.197344547
1323	2.197073475
1324	2.196897923
1325	2.196722471
1326	2.196603522
1327	2.196433057
1328	2.19627173
1329	2.196203507
1330	2.195993454
1331	2.195798958
1332	2.195640259
1333	2.195526135
1334	2.195394334
1335	2.19529342
1336	2.195124421
1337	2.195031854
1338	2.194944995
1339	2.194870614
1340	2.194788261
1341	2.194584324
1342	2.194531879
1343	2.19442798
1344	2.194326067
1345	2.194136717
1346	2.194086317
1347	2.194017787
1348	2.193891249
1349	2.193776262
1350	2.193656894
1351	2.193610964
1352	2.193551251
1353	2.193438788
1354	2.193340929
1355	2.19326934
1356	2.19317914
1357	2.193035908
1358	2.192859829
1359	2.192768134
1360	2.192620322
1361	2.192433717
1362	2.192304883
1363	2.192243247
1364	2.192130465
1365	2.192030957
1366	2.191886921
1367	2.191707017
1368	2.191597726
1369	2.191480192
1370	2.19137006
1371	2.191167128
1372	2.191053224
1373	2.190852301
1374	2.190732465
1375	2.190504182
1376	2.190296914
1377	2.190123632
1378	2.189948929
1379	2.189793835
1380	2.1897386
1381	2.189681217
1382	2.189535002
1383	2.189314238
1384	2.18913547
1385	2.189064133
1386	2.188919632
1387	2.188774451
1388	2.188629497
1389	2.188479641
1390	2.188408869
1391	2.188312285
1392	2.188198781
1393	2.188034592
1394	2.187961289
1395	2.187898229
1396	2.1876426
1397	2.187541544
1398	2.187437063
1399	2.187282813
1400	2.187216566
1401	2.187149616
1402	2.1870191
1403	2.186871803
1404	2.186704107
1405	2.186564687
1406	2.186490069
1407	2.186257487
1408	2.186199722
1409	2.186098115
1410	2.186002984
1411	2.185924007
1412	2.185681156
1413	2.185546267
1414	2.185482095
1415	2.185403833
1416	2.185243904
1417	2.185152417
1418	2.184940662
1419	2.184876994
1420	2.18474264
1421	2.184530817
1422	2.184313804
1423	2.184229216
1424	2.184112476
1425	2.184064026
1426	2.183915111
1427	2.183792209
1428	2.183640365
1429	2.183552487
1430	2.183485863
1431	2.183320471
1432	2.183200475
1433	2.1830787
1434	2.182931422
1435	2.182799343
1436	2.182622057
1437	2.182535768
1438	2.182337955
1439	2.182232313
1440	2.182132327
1441	2.182043583
1442	2.181978922
1443	2.181745475
1444	2.181652221
1445	2.181588122
1446	2.181446181
1447	2.181339269
1448	2.181229921
1449	2.181163677
1450	2.181001545
1451	2.18084512
1452	2.180699284
1453	2.18057301
1454	2.180435709
1455	2.180387898
1456	2.180187313
1457	2.179963549
1458	2.1798468
1459	2.179737571
1460	2.179545331
1461	2.179375061
1462	2.179313178
1463	2.179252337
1464	2.17918113
1465	2.179007215
1466	2.178893245
1467	2.178816863
1468	2.178566437
1469	2.178398377
1470	2.178357226
1471	2.178194538
1472	2.178086575
1473	2.177977936
1474	2.177898333
1475	2.177763917
1476	2.177718693
1477	2.177673789
1478	2.177494444
1479	2.177388829
1480	2.177251603
1481	2.177082572
1482	2.176924506
1483	2.176834706
1484	2.176626938
1485	2.176426507
1486	2.176273915
1487	2.176138793
1488	2.175991854
1489	2.175797643
1490	2.175702485
1491	2.175605222
1492	2.175484279
1493	2.17522706
1494	2.175147587
1495	2.175104257
1496	2.175023797
1497	2.174901229
1498	2.174799276
1499	2.174740441
1500	2.174623516
1501	2.174531927
1502	2.174370032
1503	2.174259786
1504	2.174192917
1505	2.174064528
1506	2.17395143
1507	2.173739754
1508	2.173609177
1509	2.173468198
1510	2.173365372
1511	2.173227324
1512	2.173151775
1513	2.172979022
1514	2.17280657
1515	2.172753187
1516	2.172648687
1517	2.172538501
1518	2.172379945
1519	2.172270257
1520	2.172104983
1521	2.172026204
1522	2.171907455
1523	2.171847979
1524	2.171682591
1525	2.171627484
1526	2.171491098
1527	2.171448152
1528	2.171340704
1529	2.171264501
1530	2.171103659
1531	2.171059671
1532	2.170910985
1533	2.170773617
1534	2.170708475
1535	2.170506756
1536	2.17034928
1537	2.170297764
1538	2.170215167
1539	2.170116393
1540	2.170094141
1541	2.170059237
1542	2.169966951
1543	2.16993809
1544	2.169881043
1545	2.169739098
1546	2.169663664
1547	2.169621829
1548	2.169522149
1549	2.169314845
1550	2.169139224
1551	2.169077492
1552	2.168969427
1553	2.168930991
1554	2.168880024
1555	2.168728719
1556	2.168588705
1557	2.168312118
1558	2.16820704
1559	2.168074885
1560	2.167962864
1561	2.167787316
1562	2.167685532
1563	2.167639822
1564	2.16746605
1565	2.167373619
1566	2.167298578
1567	2.167217197
1568	2.167118746
1569	2.167056569
1570	2.16689322
1571	2.166833113
1572	2.16673165
1573	2.166695187
1574	2.166666867
1575	2.166573001
1576	2.166515314
1577	2.166438038
1578	2.166347766
1579	2.166196014
1580	2.166121159
1581	2.165894058
1582	2.165813825
1583	2.165720823
1584	2.165645482
1585	2.165570711
1586	2.165377775
1587	2.165262778
1588	2.165211407
1589	2.165078797
1590	2.164971262
1591	2.164805398
1592	2.164720522
1593	2.164641809
1594	2.164541864
1595	2.164468619
1596	2.164378359
1597	2.164288947
1598	2.164216437
1599	2.164159067
1600	2.163980567
1601	2.163917235
1602	2.163762467
1603	2.163602275
1604	2.163412341
1605	2.163165983
1606	2.163089815
1607	2.163035833
1608	2.162914452
1609	2.162750101
1610	2.162716032
1611	2.162517132
1612	2.162426969
1613	2.162334993
1614	2.162177877
1615	2.162091435
1616	2.161976531
1617	2.161901152
1618	2.161809536
1619	2.16169983
1620	2.161620382
1621	2.161579998
1622	2.161501803
1623	2.161335915
1624	2.161239667
1625	2.16116168
1626	2.161052203
1627	2.160907104
1628	2.160820116
1629	2.160747186
1630	2.160666722
1631	2.160520878
1632	2.160453461
1633	2.160347055
1634	2.160212516
1635	2.160168044
1636	2.160016482
1637	2.159916616
1638	2.159841983
1639	2.159791015
1640	2.159707716
1641	2.159641063
1642	2.159531053
1643	2.159352694
1644	2.159230305
1645	2.159157871
1646	2.159038042
1647	2.158948181
1648	2.158763285
1649	2.158691754
1650	2.158525328
1651	2.158438817
1652	2.15824483
1653	2.158106142
1654	2.157891805
1655	2.157793154
1656	2.157678356
1657	2.157536568
1658	2.157475902
1659	2.157388571
1660	2.157262922
1661	2.157197314
1662	2.157152078
1663	2.157037255
1664	2.156807443
